MapFromString	MapToString	Comment # File ArabicPresentationFormMappingAnnotated.tsv, automatically generated by script wildebeest_build.py (Ulf Hermjakob, USC/ISI) based on UnicodeData on Sep 26, 2020, 22:36:13
ﱠ	 َّ	U+FC60 (ARABIC LIGATURE SHADDA WITH FATHA ISOLATED FORM) -> U+0020 U+064E U+0651
ﱡ	 ُّ	U+FC61 (ARABIC LIGATURE SHADDA WITH DAMMA ISOLATED FORM) -> U+0020 U+064F U+0651
ﱢ	 ِّ	U+FC62 (ARABIC LIGATURE SHADDA WITH KASRA ISOLATED FORM) -> U+0020 U+0650 U+0651
ﱣ	 ّٰ	U+FC63 (ARABIC LIGATURE SHADDA WITH SUPERSCRIPT ALEF ISOLATED FORM) -> U+0020 U+0651 U+0670
ﱤ	ئر	U+FC64 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH REH FINAL FORM) -> U+0626 U+0631
ﱥ	ئز	U+FC65 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH ZAIN FINAL FORM) -> U+0626 U+0632
ﱦ	ئم	U+FC66 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH MEEM FINAL FORM) -> U+0626 U+0645
ﱧ	ئن	U+FC67 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH NOON FINAL FORM) -> U+0626 U+0646
ﱨ	ئى	U+FC68 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH ALEF MAKSURA FINAL FORM) -> U+0626 U+0649
ﱩ	ئي	U+FC69 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH YEH FINAL FORM) -> U+0626 U+064A
ﱪ	بر	U+FC6A (ARABIC LIGATURE BEH WITH REH FINAL FORM) -> U+0628 U+0631
ﱫ	بز	U+FC6B (ARABIC LIGATURE BEH WITH ZAIN FINAL FORM) -> U+0628 U+0632
ﱬ	بم	U+FC6C (ARABIC LIGATURE BEH WITH MEEM FINAL FORM) -> U+0628 U+0645
ﱭ	بن	U+FC6D (ARABIC LIGATURE BEH WITH NOON FINAL FORM) -> U+0628 U+0646
ﱮ	بى	U+FC6E (ARABIC LIGATURE BEH WITH ALEF MAKSURA FINAL FORM) -> U+0628 U+0649
ﱯ	بي	U+FC6F (ARABIC LIGATURE BEH WITH YEH FINAL FORM) -> U+0628 U+064A
ﱰ	تر	U+FC70 (ARABIC LIGATURE TEH WITH REH FINAL FORM) -> U+062A U+0631
ﱱ	تز	U+FC71 (ARABIC LIGATURE TEH WITH ZAIN FINAL FORM) -> U+062A U+0632
ﱲ	تم	U+FC72 (ARABIC LIGATURE TEH WITH MEEM FINAL FORM) -> U+062A U+0645
ﱳ	تن	U+FC73 (ARABIC LIGATURE TEH WITH NOON FINAL FORM) -> U+062A U+0646
ﱴ	تى	U+FC74 (ARABIC LIGATURE TEH WITH ALEF MAKSURA FINAL FORM) -> U+062A U+0649
ﱵ	تي	U+FC75 (ARABIC LIGATURE TEH WITH YEH FINAL FORM) -> U+062A U+064A
ﱶ	ثر	U+FC76 (ARABIC LIGATURE THEH WITH REH FINAL FORM) -> U+062B U+0631
ﱷ	ثز	U+FC77 (ARABIC LIGATURE THEH WITH ZAIN FINAL FORM) -> U+062B U+0632
ﱸ	ثم	U+FC78 (ARABIC LIGATURE THEH WITH MEEM FINAL FORM) -> U+062B U+0645
ﱹ	ثن	U+FC79 (ARABIC LIGATURE THEH WITH NOON FINAL FORM) -> U+062B U+0646
ﱺ	ثى	U+FC7A (ARABIC LIGATURE THEH WITH ALEF MAKSURA FINAL FORM) -> U+062B U+0649
ﱻ	ثي	U+FC7B (ARABIC LIGATURE THEH WITH YEH FINAL FORM) -> U+062B U+064A
ﱼ	فى	U+FC7C (ARABIC LIGATURE FEH WITH ALEF MAKSURA FINAL FORM) -> U+0641 U+0649
ﱽ	في	U+FC7D (ARABIC LIGATURE FEH WITH YEH FINAL FORM) -> U+0641 U+064A
ﱾ	قى	U+FC7E (ARABIC LIGATURE QAF WITH ALEF MAKSURA FINAL FORM) -> U+0642 U+0649
ﱿ	قي	U+FC7F (ARABIC LIGATURE QAF WITH YEH FINAL FORM) -> U+0642 U+064A
ﲀ	كا	U+FC80 (ARABIC LIGATURE KAF WITH ALEF FINAL FORM) -> U+0643 U+0627
ﲁ	كل	U+FC81 (ARABIC LIGATURE KAF WITH LAM FINAL FORM) -> U+0643 U+0644
ﲂ	كم	U+FC82 (ARABIC LIGATURE KAF WITH MEEM FINAL FORM) -> U+0643 U+0645
ﲃ	كى	U+FC83 (ARABIC LIGATURE KAF WITH ALEF MAKSURA FINAL FORM) -> U+0643 U+0649
ﲄ	كي	U+FC84 (ARABIC LIGATURE KAF WITH YEH FINAL FORM) -> U+0643 U+064A
ﲅ	لم	U+FC85 (ARABIC LIGATURE LAM WITH MEEM FINAL FORM) -> U+0644 U+0645
ﲆ	لى	U+FC86 (ARABIC LIGATURE LAM WITH ALEF MAKSURA FINAL FORM) -> U+0644 U+0649
ﲇ	لي	U+FC87 (ARABIC LIGATURE LAM WITH YEH FINAL FORM) -> U+0644 U+064A
ﲈ	ما	U+FC88 (ARABIC LIGATURE MEEM WITH ALEF FINAL FORM) -> U+0645 U+0627
ﲉ	مم	U+FC89 (ARABIC LIGATURE MEEM WITH MEEM FINAL FORM) -> U+0645 U+0645
ﲊ	نر	U+FC8A (ARABIC LIGATURE NOON WITH REH FINAL FORM) -> U+0646 U+0631
ﲋ	نز	U+FC8B (ARABIC LIGATURE NOON WITH ZAIN FINAL FORM) -> U+0646 U+0632
ﲌ	نم	U+FC8C (ARABIC LIGATURE NOON WITH MEEM FINAL FORM) -> U+0646 U+0645
ﲍ	نن	U+FC8D (ARABIC LIGATURE NOON WITH NOON FINAL FORM) -> U+0646 U+0646
ﲎ	نى	U+FC8E (ARABIC LIGATURE NOON WITH ALEF MAKSURA FINAL FORM) -> U+0646 U+0649
ﲏ	ني	U+FC8F (ARABIC LIGATURE NOON WITH YEH FINAL FORM) -> U+0646 U+064A
ﲐ	ىٰ	U+FC90 (ARABIC LIGATURE ALEF MAKSURA WITH SUPERSCRIPT ALEF FINAL FORM) -> U+0649 U+0670
ﲑ	ير	U+FC91 (ARABIC LIGATURE YEH WITH REH FINAL FORM) -> U+064A U+0631
ﲒ	يز	U+FC92 (ARABIC LIGATURE YEH WITH ZAIN FINAL FORM) -> U+064A U+0632
ﲓ	يم	U+FC93 (ARABIC LIGATURE YEH WITH MEEM FINAL FORM) -> U+064A U+0645
ﲔ	ين	U+FC94 (ARABIC LIGATURE YEH WITH NOON FINAL FORM) -> U+064A U+0646
ﲕ	يى	U+FC95 (ARABIC LIGATURE YEH WITH ALEF MAKSURA FINAL FORM) -> U+064A U+0649
ﲖ	يي	U+FC96 (ARABIC LIGATURE YEH WITH YEH FINAL FORM) -> U+064A U+064A
ﲗ	ئج	U+FC97 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH JEEM INITIAL FORM) -> U+0626 U+062C
ﲘ	ئح	U+FC98 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH HAH INITIAL FORM) -> U+0626 U+062D
ﲙ	ئخ	U+FC99 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH KHAH INITIAL FORM) -> U+0626 U+062E
ﲚ	ئم	U+FC9A (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH MEEM INITIAL FORM) -> U+0626 U+0645
ﲛ	ئه	U+FC9B (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH HEH INITIAL FORM) -> U+0626 U+0647
ﲜ	بج	U+FC9C (ARABIC LIGATURE BEH WITH JEEM INITIAL FORM) -> U+0628 U+062C
ﲝ	بح	U+FC9D (ARABIC LIGATURE BEH WITH HAH INITIAL FORM) -> U+0628 U+062D
ﲞ	بخ	U+FC9E (ARABIC LIGATURE BEH WITH KHAH INITIAL FORM) -> U+0628 U+062E
ﲟ	بم	U+FC9F (ARABIC LIGATURE BEH WITH MEEM INITIAL FORM) -> U+0628 U+0645
ﲠ	به	U+FCA0 (ARABIC LIGATURE BEH WITH HEH INITIAL FORM) -> U+0628 U+0647
ﲡ	تج	U+FCA1 (ARABIC LIGATURE TEH WITH JEEM INITIAL FORM) -> U+062A U+062C
ﲢ	تح	U+FCA2 (ARABIC LIGATURE TEH WITH HAH INITIAL FORM) -> U+062A U+062D
ﲣ	تخ	U+FCA3 (ARABIC LIGATURE TEH WITH KHAH INITIAL FORM) -> U+062A U+062E
ﲤ	تم	U+FCA4 (ARABIC LIGATURE TEH WITH MEEM INITIAL FORM) -> U+062A U+0645
ﲥ	ته	U+FCA5 (ARABIC LIGATURE TEH WITH HEH INITIAL FORM) -> U+062A U+0647
ﲦ	ثم	U+FCA6 (ARABIC LIGATURE THEH WITH MEEM INITIAL FORM) -> U+062B U+0645
ﲧ	جح	U+FCA7 (ARABIC LIGATURE JEEM WITH HAH INITIAL FORM) -> U+062C U+062D
ﲨ	جم	U+FCA8 (ARABIC LIGATURE JEEM WITH MEEM INITIAL FORM) -> U+062C U+0645
ﲩ	حج	U+FCA9 (ARABIC LIGATURE HAH WITH JEEM INITIAL FORM) -> U+062D U+062C
ﲪ	حم	U+FCAA (ARABIC LIGATURE HAH WITH MEEM INITIAL FORM) -> U+062D U+0645
ﲫ	خج	U+FCAB (ARABIC LIGATURE KHAH WITH JEEM INITIAL FORM) -> U+062E U+062C
ﲬ	خم	U+FCAC (ARABIC LIGATURE KHAH WITH MEEM INITIAL FORM) -> U+062E U+0645
ﲭ	سج	U+FCAD (ARABIC LIGATURE SEEN WITH JEEM INITIAL FORM) -> U+0633 U+062C
ﲮ	سح	U+FCAE (ARABIC LIGATURE SEEN WITH HAH INITIAL FORM) -> U+0633 U+062D
ﲯ	سخ	U+FCAF (ARABIC LIGATURE SEEN WITH KHAH INITIAL FORM) -> U+0633 U+062E
ﲰ	سم	U+FCB0 (ARABIC LIGATURE SEEN WITH MEEM INITIAL FORM) -> U+0633 U+0645
ﲱ	صح	U+FCB1 (ARABIC LIGATURE SAD WITH HAH INITIAL FORM) -> U+0635 U+062D
ﲲ	صخ	U+FCB2 (ARABIC LIGATURE SAD WITH KHAH INITIAL FORM) -> U+0635 U+062E
ﲳ	صم	U+FCB3 (ARABIC LIGATURE SAD WITH MEEM INITIAL FORM) -> U+0635 U+0645
ﲴ	ضج	U+FCB4 (ARABIC LIGATURE DAD WITH JEEM INITIAL FORM) -> U+0636 U+062C
ﲵ	ضح	U+FCB5 (ARABIC LIGATURE DAD WITH HAH INITIAL FORM) -> U+0636 U+062D
ﲶ	ضخ	U+FCB6 (ARABIC LIGATURE DAD WITH KHAH INITIAL FORM) -> U+0636 U+062E
ﲷ	ضم	U+FCB7 (ARABIC LIGATURE DAD WITH MEEM INITIAL FORM) -> U+0636 U+0645
ﲸ	طح	U+FCB8 (ARABIC LIGATURE TAH WITH HAH INITIAL FORM) -> U+0637 U+062D
ﲹ	ظم	U+FCB9 (ARABIC LIGATURE ZAH WITH MEEM INITIAL FORM) -> U+0638 U+0645
ﲺ	عج	U+FCBA (ARABIC LIGATURE AIN WITH JEEM INITIAL FORM) -> U+0639 U+062C
ﲻ	عم	U+FCBB (ARABIC LIGATURE AIN WITH MEEM INITIAL FORM) -> U+0639 U+0645
ﲼ	غج	U+FCBC (ARABIC LIGATURE GHAIN WITH JEEM INITIAL FORM) -> U+063A U+062C
ﲽ	غم	U+FCBD (ARABIC LIGATURE GHAIN WITH MEEM INITIAL FORM) -> U+063A U+0645
ﲾ	فج	U+FCBE (ARABIC LIGATURE FEH WITH JEEM INITIAL FORM) -> U+0641 U+062C
ﲿ	فح	U+FCBF (ARABIC LIGATURE FEH WITH HAH INITIAL FORM) -> U+0641 U+062D
ﳀ	فخ	U+FCC0 (ARABIC LIGATURE FEH WITH KHAH INITIAL FORM) -> U+0641 U+062E
ﳁ	فم	U+FCC1 (ARABIC LIGATURE FEH WITH MEEM INITIAL FORM) -> U+0641 U+0645
ﳂ	قح	U+FCC2 (ARABIC LIGATURE QAF WITH HAH INITIAL FORM) -> U+0642 U+062D
ﳃ	قم	U+FCC3 (ARABIC LIGATURE QAF WITH MEEM INITIAL FORM) -> U+0642 U+0645
ﳄ	كج	U+FCC4 (ARABIC LIGATURE KAF WITH JEEM INITIAL FORM) -> U+0643 U+062C
ﳅ	كح	U+FCC5 (ARABIC LIGATURE KAF WITH HAH INITIAL FORM) -> U+0643 U+062D
ﳆ	كخ	U+FCC6 (ARABIC LIGATURE KAF WITH KHAH INITIAL FORM) -> U+0643 U+062E
ﳇ	كل	U+FCC7 (ARABIC LIGATURE KAF WITH LAM INITIAL FORM) -> U+0643 U+0644
ﳈ	كم	U+FCC8 (ARABIC LIGATURE KAF WITH MEEM INITIAL FORM) -> U+0643 U+0645
ﳉ	لج	U+FCC9 (ARABIC LIGATURE LAM WITH JEEM INITIAL FORM) -> U+0644 U+062C
ﳊ	لح	U+FCCA (ARABIC LIGATURE LAM WITH HAH INITIAL FORM) -> U+0644 U+062D
ﳋ	لخ	U+FCCB (ARABIC LIGATURE LAM WITH KHAH INITIAL FORM) -> U+0644 U+062E
ﳌ	لم	U+FCCC (ARABIC LIGATURE LAM WITH MEEM INITIAL FORM) -> U+0644 U+0645
ﳍ	له	U+FCCD (ARABIC LIGATURE LAM WITH HEH INITIAL FORM) -> U+0644 U+0647
ﳎ	مج	U+FCCE (ARABIC LIGATURE MEEM WITH JEEM INITIAL FORM) -> U+0645 U+062C
ﳏ	مح	U+FCCF (ARABIC LIGATURE MEEM WITH HAH INITIAL FORM) -> U+0645 U+062D
ﳐ	مخ	U+FCD0 (ARABIC LIGATURE MEEM WITH KHAH INITIAL FORM) -> U+0645 U+062E
ﳑ	مم	U+FCD1 (ARABIC LIGATURE MEEM WITH MEEM INITIAL FORM) -> U+0645 U+0645
ﳒ	نج	U+FCD2 (ARABIC LIGATURE NOON WITH JEEM INITIAL FORM) -> U+0646 U+062C
ﳓ	نح	U+FCD3 (ARABIC LIGATURE NOON WITH HAH INITIAL FORM) -> U+0646 U+062D
ﳔ	نخ	U+FCD4 (ARABIC LIGATURE NOON WITH KHAH INITIAL FORM) -> U+0646 U+062E
ﳕ	نم	U+FCD5 (ARABIC LIGATURE NOON WITH MEEM INITIAL FORM) -> U+0646 U+0645
ﳖ	نه	U+FCD6 (ARABIC LIGATURE NOON WITH HEH INITIAL FORM) -> U+0646 U+0647
ﳗ	هج	U+FCD7 (ARABIC LIGATURE HEH WITH JEEM INITIAL FORM) -> U+0647 U+062C
ﳘ	هم	U+FCD8 (ARABIC LIGATURE HEH WITH MEEM INITIAL FORM) -> U+0647 U+0645
ﳙ	هٰ	U+FCD9 (ARABIC LIGATURE HEH WITH SUPERSCRIPT ALEF INITIAL FORM) -> U+0647 U+0670
ﳚ	يج	U+FCDA (ARABIC LIGATURE YEH WITH JEEM INITIAL FORM) -> U+064A U+062C
ﳛ	يح	U+FCDB (ARABIC LIGATURE YEH WITH HAH INITIAL FORM) -> U+064A U+062D
ﳜ	يخ	U+FCDC (ARABIC LIGATURE YEH WITH KHAH INITIAL FORM) -> U+064A U+062E
ﳝ	يم	U+FCDD (ARABIC LIGATURE YEH WITH MEEM INITIAL FORM) -> U+064A U+0645
ﳞ	يه	U+FCDE (ARABIC LIGATURE YEH WITH HEH INITIAL FORM) -> U+064A U+0647
ﳟ	ئم	U+FCDF (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH MEEM MEDIAL FORM) -> U+0626 U+0645
ﳠ	ئه	U+FCE0 (ARABIC LIGATURE YEH WITH HAMZA ABOVE WITH HEH MEDIAL FORM) -> U+0626 U+0647
ﳡ	بم	U+FCE1 (ARABIC LIGATURE BEH WITH MEEM MEDIAL FORM) -> U+0628 U+0645
ﳢ	به	U+FCE2 (ARABIC LIGATURE BEH WITH HEH MEDIAL FORM) -> U+0628 U+0647
ﳣ	تم	U+FCE3 (ARABIC LIGATURE TEH WITH MEEM MEDIAL FORM) -> U+062A U+0645
ﳤ	ته	U+FCE4 (ARABIC LIGATURE TEH WITH HEH MEDIAL FORM) -> U+062A U+0647
ﳥ	ثم	U+FCE5 (ARABIC LIGATURE THEH WITH MEEM MEDIAL FORM) -> U+062B U+0645
ﳦ	ثه	U+FCE6 (ARABIC LIGATURE THEH WITH HEH MEDIAL FORM) -> U+062B U+0647
ﳧ	سم	U+FCE7 (ARABIC LIGATURE SEEN WITH MEEM MEDIAL FORM) -> U+0633 U+0645
ﳨ	سه	U+FCE8 (ARABIC LIGATURE SEEN WITH HEH MEDIAL FORM) -> U+0633 U+0647
ﳩ	شم	U+FCE9 (ARABIC LIGATURE SHEEN WITH MEEM MEDIAL FORM) -> U+0634 U+0645
ﳪ	شه	U+FCEA (ARABIC LIGATURE SHEEN WITH HEH MEDIAL FORM) -> U+0634 U+0647
ﳫ	كل	U+FCEB (ARABIC LIGATURE KAF WITH LAM MEDIAL FORM) -> U+0643 U+0644
ﳬ	كم	U+FCEC (ARABIC LIGATURE KAF WITH MEEM MEDIAL FORM) -> U+0643 U+0645
ﳭ	لم	U+FCED (ARABIC LIGATURE LAM WITH MEEM MEDIAL FORM) -> U+0644 U+0645
ﳮ	نم	U+FCEE (ARABIC LIGATURE NOON WITH MEEM MEDIAL FORM) -> U+0646 U+0645
ﳯ	نه	U+FCEF (ARABIC LIGATURE NOON WITH HEH MEDIAL FORM) -> U+0646 U+0647
ﳰ	يم	U+FCF0 (ARABIC LIGATURE YEH WITH MEEM MEDIAL FORM) -> U+064A U+0645
ﳱ	يه	U+FCF1 (ARABIC LIGATURE YEH WITH HEH MEDIAL FORM) -> U+064A U+0647
ﳲ	ـَّ	U+FCF2 (ARABIC LIGATURE SHADDA WITH FATHA MEDIAL FORM) -> U+0640 U+064E U+0651
ﳳ	ـُّ	U+FCF3 (ARABIC LIGATURE SHADDA WITH DAMMA MEDIAL FORM) -> U+0640 U+064F U+0651
ﳴ	ـِّ	U+FCF4 (ARABIC LIGATURE SHADDA WITH KASRA MEDIAL FORM) -> U+0640 U+0650 U+0651
ﳵ	طى	U+FCF5 (ARABIC LIGATURE TAH WITH ALEF MAKSURA ISOLATED FORM) -> U+0637 U+0649
ﳶ	طي	U+FCF6 (ARABIC LIGATURE TAH WITH YEH ISOLATED FORM) -> U+0637 U+064A
ﳷ	عى	U+FCF7 (ARABIC LIGATURE AIN WITH ALEF MAKSURA ISOLATED FORM) -> U+0639 U+0649
ﳸ	عي	U+FCF8 (ARABIC LIGATURE AIN WITH YEH ISOLATED FORM) -> U+0639 U+064A
ﳹ	غى	U+FCF9 (ARABIC LIGATURE GHAIN WITH ALEF MAKSURA ISOLATED FORM) -> U+063A U+0649
ﳺ	غي	U+FCFA (ARABIC LIGATURE GHAIN WITH YEH ISOLATED FORM) -> U+063A U+064A
ﳻ	سى	U+FCFB (ARABIC LIGATURE SEEN WITH ALEF MAKSURA ISOLATED FORM) -> U+0633 U+0649
ﳼ	سي	U+FCFC (ARABIC LIGATURE SEEN WITH YEH ISOLATED FORM) -> U+0633 U+064A
ﳽ	شى	U+FCFD (ARABIC LIGATURE SHEEN WITH ALEF MAKSURA ISOLATED FORM) -> U+0634 U+0649
ﳾ	شي	U+FCFE (ARABIC LIGATURE SHEEN WITH YEH ISOLATED FORM) -> U+0634 U+064A
ﳿ	حى	U+FCFF (ARABIC LIGATURE HAH WITH ALEF MAKSURA ISOLATED FORM) -> U+062D U+0649
ﴀ	حي	U+FD00 (ARABIC LIGATURE HAH WITH YEH ISOLATED FORM) -> U+062D U+064A
ﴁ	جى	U+FD01 (ARABIC LIGATURE JEEM WITH ALEF MAKSURA ISOLATED FORM) -> U+062C U+0649
ﴂ	جي	U+FD02 (ARABIC LIGATURE JEEM WITH YEH ISOLATED FORM) -> U+062C U+064A
ﴃ	خى	U+FD03 (ARABIC LIGATURE KHAH WITH ALEF MAKSURA ISOLATED FORM) -> U+062E U+0649
ﴄ	خي	U+FD04 (ARABIC LIGATURE KHAH WITH YEH ISOLATED FORM) -> U+062E U+064A
ﴅ	صى	U+FD05 (ARABIC LIGATURE SAD WITH ALEF MAKSURA ISOLATED FORM) -> U+0635 U+0649
ﴆ	صي	U+FD06 (ARABIC LIGATURE SAD WITH YEH ISOLATED FORM) -> U+0635 U+064A
ﴇ	ضى	U+FD07 (ARABIC LIGATURE DAD WITH ALEF MAKSURA ISOLATED FORM) -> U+0636 U+0649
ﴈ	ضي	U+FD08 (ARABIC LIGATURE DAD WITH YEH ISOLATED FORM) -> U+0636 U+064A
ﴉ	شج	U+FD09 (ARABIC LIGATURE SHEEN WITH JEEM ISOLATED FORM) -> U+0634 U+062C
ﴊ	شح	U+FD0A (ARABIC LIGATURE SHEEN WITH HAH ISOLATED FORM) -> U+0634 U+062D
ﴋ	شخ	U+FD0B (ARABIC LIGATURE SHEEN WITH KHAH ISOLATED FORM) -> U+0634 U+062E
ﴌ	شم	U+FD0C (ARABIC LIGATURE SHEEN WITH MEEM ISOLATED FORM) -> U+0634 U+0645
ﴍ	شر	U+FD0D (ARABIC LIGATURE SHEEN WITH REH ISOLATED FORM) -> U+0634 U+0631
ﴎ	سر	U+FD0E (ARABIC LIGATURE SEEN WITH REH ISOLATED FORM) -> U+0633 U+0631
ﴏ	صر	U+FD0F (ARABIC LIGATURE SAD WITH REH ISOLATED FORM) -> U+0635 U+0631
ﴐ	ضر	U+FD10 (ARABIC LIGATURE DAD WITH REH ISOLATED FORM) -> U+0636 U+0631
ﴑ	طى	U+FD11 (ARABIC LIGATURE TAH WITH ALEF MAKSURA FINAL FORM) -> U+0637 U+0649
ﴒ	طي	U+FD12 (ARABIC LIGATURE TAH WITH YEH FINAL FORM) -> U+0637 U+064A
ﴓ	عى	U+FD13 (ARABIC LIGATURE AIN WITH ALEF MAKSURA FINAL FORM) -> U+0639 U+0649
ﴔ	عي	U+FD14 (ARABIC LIGATURE AIN WITH YEH FINAL FORM) -> U+0639 U+064A
ﴕ	غى	U+FD15 (ARABIC LIGATURE GHAIN WITH ALEF MAKSURA FINAL FORM) -> U+063A U+0649
ﴖ	غي	U+FD16 (ARABIC LIGATURE GHAIN WITH YEH FINAL FORM) -> U+063A U+064A
ﴗ	سى	U+FD17 (ARABIC LIGATURE SEEN WITH ALEF MAKSURA FINAL FORM) -> U+0633 U+0649
ﴘ	سي	U+FD18 (ARABIC LIGATURE SEEN WITH YEH FINAL FORM) -> U+0633 U+064A
ﴙ	شى	U+FD19 (ARABIC LIGATURE SHEEN WITH ALEF MAKSURA FINAL FORM) -> U+0634 U+0649
ﴚ	شي	U+FD1A (ARABIC LIGATURE SHEEN WITH YEH FINAL FORM) -> U+0634 U+064A
ﴛ	حى	U+FD1B (ARABIC LIGATURE HAH WITH ALEF MAKSURA FINAL FORM) -> U+062D U+0649
ﴜ	حي	U+FD1C (ARABIC LIGATURE HAH WITH YEH FINAL FORM) -> U+062D U+064A
ﴝ	جى	U+FD1D (ARABIC LIGATURE JEEM WITH ALEF MAKSURA FINAL FORM) -> U+062C U+0649
ﴞ	جي	U+FD1E (ARABIC LIGATURE JEEM WITH YEH FINAL FORM) -> U+062C U+064A
ﴟ	خى	U+FD1F (ARABIC LIGATURE KHAH WITH ALEF MAKSURA FINAL FORM) -> U+062E U+0649
ﴠ	خي	U+FD20 (ARABIC LIGATURE KHAH WITH YEH FINAL FORM) -> U+062E U+064A
ﴡ	صى	U+FD21 (ARABIC LIGATURE SAD WITH ALEF MAKSURA FINAL FORM) -> U+0635 U+0649
ﴢ	صي	U+FD22 (ARABIC LIGATURE SAD WITH YEH FINAL FORM) -> U+0635 U+064A
ﴣ	ضى	U+FD23 (ARABIC LIGATURE DAD WITH ALEF MAKSURA FINAL FORM) -> U+0636 U+0649
ﴤ	ضي	U+FD24 (ARABIC LIGATURE DAD WITH YEH FINAL FORM) -> U+0636 U+064A
ﴥ	شج	U+FD25 (ARABIC LIGATURE SHEEN WITH JEEM FINAL FORM) -> U+0634 U+062C
ﴦ	شح	U+FD26 (ARABIC LIGATURE SHEEN WITH HAH FINAL FORM) -> U+0634 U+062D
ﴧ	شخ	U+FD27 (ARABIC LIGATURE SHEEN WITH KHAH FINAL FORM) -> U+0634 U+062E
ﴨ	شم	U+FD28 (ARABIC LIGATURE SHEEN WITH MEEM FINAL FORM) -> U+0634 U+0645
ﴩ	شر	U+FD29 (ARABIC LIGATURE SHEEN WITH REH FINAL FORM) -> U+0634 U+0631
ﴪ	سر	U+FD2A (ARABIC LIGATURE SEEN WITH REH FINAL FORM) -> U+0633 U+0631
ﴫ	صر	U+FD2B (ARABIC LIGATURE SAD WITH REH FINAL FORM) -> U+0635 U+0631
ﴬ	ضر	U+FD2C (ARABIC LIGATURE DAD WITH REH FINAL FORM) -> U+0636 U+0631
ﴭ	شج	U+FD2D (ARABIC LIGATURE SHEEN WITH JEEM INITIAL FORM) -> U+0634 U+062C
ﴮ	شح	U+FD2E (ARABIC LIGATURE SHEEN WITH HAH INITIAL FORM) -> U+0634 U+062D
ﴯ	شخ	U+FD2F (ARABIC LIGATURE SHEEN WITH KHAH INITIAL FORM) -> U+0634 U+062E
ﴰ	شم	U+FD30 (ARABIC LIGATURE SHEEN WITH MEEM INITIAL FORM) -> U+0634 U+0645
ﴱ	سه	U+FD31 (ARABIC LIGATURE SEEN WITH HEH INITIAL FORM) -> U+0633 U+0647
ﴲ	شه	U+FD32 (ARABIC LIGATURE SHEEN WITH HEH INITIAL FORM) -> U+0634 U+0647
ﴳ	طم	U+FD33 (ARABIC LIGATURE TAH WITH MEEM INITIAL FORM) -> U+0637 U+0645
ﴴ	سج	U+FD34 (ARABIC LIGATURE SEEN WITH JEEM MEDIAL FORM) -> U+0633 U+062C
ﴵ	سح	U+FD35 (ARABIC LIGATURE SEEN WITH HAH MEDIAL FORM) -> U+0633 U+062D
ﴶ	سخ	U+FD36 (ARABIC LIGATURE SEEN WITH KHAH MEDIAL FORM) -> U+0633 U+062E
ﴷ	شج	U+FD37 (ARABIC LIGATURE SHEEN WITH JEEM MEDIAL FORM) -> U+0634 U+062C
ﴸ	شح	U+FD38 (ARABIC LIGATURE SHEEN WITH HAH MEDIAL FORM) -> U+0634 U+062D
ﴹ	شخ	U+FD39 (ARABIC LIGATURE SHEEN WITH KHAH MEDIAL FORM) -> U+0634 U+062E
ﴺ	طم	U+FD3A (ARABIC LIGATURE TAH WITH MEEM MEDIAL FORM) -> U+0637 U+0645
ﴻ	ظم	U+FD3B (ARABIC LIGATURE ZAH WITH MEEM MEDIAL FORM) -> U+0638 U+0645
ﴼ	اً	U+FD3C (ARABIC LIGATURE ALEF WITH FATHATAN FINAL FORM) -> U+0627 U+064B
ﴽ	اً	U+FD3D (ARABIC LIGATURE ALEF WITH FATHATAN ISOLATED FORM) -> U+0627 U+064B
ﵐ	تجم	U+FD50 (ARABIC LIGATURE TEH WITH JEEM WITH MEEM INITIAL FORM) -> U+062A U+062C U+0645
ﵑ	تحج	U+FD51 (ARABIC LIGATURE TEH WITH HAH WITH JEEM FINAL FORM) -> U+062A U+062D U+062C
ﵒ	تحج	U+FD52 (ARABIC LIGATURE TEH WITH HAH WITH JEEM INITIAL FORM) -> U+062A U+062D U+062C
ﵓ	تحم	U+FD53 (ARABIC LIGATURE TEH WITH HAH WITH MEEM INITIAL FORM) -> U+062A U+062D U+0645
ﵔ	تخم	U+FD54 (ARABIC LIGATURE TEH WITH KHAH WITH MEEM INITIAL FORM) -> U+062A U+062E U+0645
ﵕ	تمج	U+FD55 (ARABIC LIGATURE TEH WITH MEEM WITH JEEM INITIAL FORM) -> U+062A U+0645 U+062C
ﵖ	تمح	U+FD56 (ARABIC LIGATURE TEH WITH MEEM WITH HAH INITIAL FORM) -> U+062A U+0645 U+062D
